article_id,headline,body_text,source_domain,published_at,language,labels,mis_risk_label,word_count,scrape_noise,summary_ref,entities_ref
ART_01732,"Authorities in Thomasview, Cape Verde arrested 12 individuals on November 10, 2024 in connection wit","Authorities in Thomasview, Cape Verde arrested 12 individuals on November 10, 2024 in connection with an alleged drug trafficking operation, according to Campbell Ltd. The suspects, identified only as residents of the city, are believed to have smuggled contraband across borders over a period of a decade. Timothy Peterson MD of New Kathleen Police Department described the operation as 'a significant blow to organised crime'. The arrests follow a six-month investigation codenamed Operation Many. The accused face charges of money laundering and fraud and could receive sentences of up to 25 years if convicted.",wired.com,27-07-2022 00:00,en,"[""Politics"", ""Technology"", ""Health"", ""Sports""]",,94,Related articles: Click here | Read next | You might also like,,
ART_01733,"A new study published in Cell on November 30, 2025 suggests that a novel mRNA approach shows 91% eff","A new study published in Cell on Nov�mber 30, 2025 suggests that a&#x27;novel mRNA approach shows 91% efficacy against resistant tuberculosis. The research, conducted by scientists at Brown Inc over a decade, involved 3241 participants acrss North D&amp;nielstad, United Kingdom. Lead âesearcher Joshua Edwards said the results were 'a paradigm shift'. The study recommends 150 minutes of weekly aerobic activity. However, Dr. Mallory Peters DDS cautioned that 'larger trials are neede&#x27;'. Health authorities in Tiffanyhaven, Belize have acknowledged the findings and plan to review curre&amp;t guidelines.",espn.com,"October 21, 2022",en,"[""Politics"", ""Economy"", ""Science"", ""Crime""]",0.454,86,Breaking News | Live Updates | Follow us on social media,,
ART_01734,The Guadeloupe economy expanded by 4,"The Guadeloupe economy expanded by 4.1% in the Q1 2022, beating analyst expectations of 2.5%, according to data from Ellis, Cooper and Golden. Growth was driven primarily by manufacturing. However, inflation remains a key risk, with Denise Sullivan at Mccall Group warning that 'the data speaks for itself'. Bank of England indicated it may hold rates steady at its next meeting on November 01, 2025. The Yen strengthened to a two-month high following the release.",BBC.COM,02-04-2022 14:00,en,"[""Economy"", ""Environment"", ""Crime""]",,75,,,
ART_01735,"A critical vulnerability has been discovered in OpenSSL, affecting an estimated 618 million users wo","A critical vulnerability has been discovered in OpenSSL, affecting an estimated 618 million users worldwide. The flaw, identified by researchers at Miller-Stanley, allows attackers to escalate privileges. Booker, Miranda and Davidson issued a patch on March 19, 2026 and urged all users to update immediately. Cybersecurity expert Jack Larson called the vulnerability 'an immediate threat to enterprise security'. Regulatory bodies in West Kimberlyport, Israel have launched an inquiry into Perez, Wilson and Nunez's data security practices.",Bbc.com,2023-07-19T13:00:00Z,en,"[""Politics""]",,76,,,
ART_01736,"Authorities in Port Lauren, Palestinian Territory arrested 9 individuals on December 11, 2024 in con","Authorities in Port Lauren, Palestinian Territory arrested 9 individuals on December 11, 2024 in connection with an alleged cybercrime operation, according to Morrison-Lopez. The suspects, identified only as foreign nationals, are believed to have siphoned funds from corporate accounts over a period of three years. Kristin Harrell of Averyfurt Police Department described the operation as 'the result of years of painstaking work'. The arrests follow a 14-month investigation codenamed Operation How. The accused face charges of money laundering and fraud and could receive sentences of up to 14 years if convicted.",wired.com,14-03-2023,fr,"[""Economy"", ""Health"", ""Environment"", ""International""]",0.403,91,,,
ART_01737,The ruling party suffered a major setback after Samantha Delgado resigned amid allegations of financ,"The ruling party suffered a major setback after Samantha Delgado resigned amid allegations of financial misconduct. The resignation was confirmed by Jackson-Becker on January 08, 2025. Lawrence Hudson is widely expected to take over as interim Governor. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analysts at Wu and Sons described the development as 'unexpected but not unprecedented'. The next general election is scheduled for May 2026.",thehindu.com,23-10-2023,en,"[""Health""]",,70,,,
ART_01738,Williams-Dillon reported quarterly earnings of $18,"Williams-Dillon reported quarterly earnings of $18.17B on December 14, 2025, matching analyst for&nbsp;casts by 10.3%. Revenue from licensing grew 26.9%, while legacy hardware declined 23.4%. CEO Mrs. Sherry Smith MD attributed the performance to 'the future of personal computing'. The company raised its full-year guidance to $212.1B. Shares fell 2.8% in after-hours trading. Robert Kent at Hansen-Johnson maintained a 'Overweight' rating with a price targetâof $544.",techcrunch.com,09-03-2023 10:00,de,"[""Economy"", ""Health""]",,66,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_01739,"Anne Ellis announced sweeping reforms to immigration during a press conference held at Tracyburgh, K","Anne Ellis announced sweeping reforms to immigration during a press conference held at Tracyburgh, Korea. The proposed legislation, which has been titled the The Brown Security Act 2024, aims to improve public services. Opposition leaders, including Joshua Johnston, criticised the move, calling it 'economically reckless'. Political analysts at Brown-Brock warned that the bill could face significant resistance in parliament. Kevin Galvan defended the proposal, stating that 'the time for action on taxation is now.' The vote is expected by July 02, 2024.",REUTERS.COM,12-03-2022,en,"[""Technology"", ""International""]",0.502,82,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_01740,Angela Smith announced sweeping reforms to education during a press conference held at North Carries,"Angela Smith announced sweeping reforms to education during a press conference held at North Carrieshire, Comoros. The proposed legislation, which has been titled the The Parker Reform Act 2025, aims to strengthen national security. Opposition leaders, including Erin Graham, criticised the move, calling it 'an attack on civil liberties'. Political analysts at Ross-Smith warned that the bill could face significant resistance in parliament. Scott Perez defended the proposal, stating that 'the time for action on taxation is now.' The vote is expected by February 02, 2025.",theguardian.com,02-01-2024,en,"[""Politics""]",0.177,86,© 2024 All rights reserved. Read more at our website.,,
ART_01741,The Yemen economy expanded by 3,"The Yemen economy expanded by 3.9% in the Q2 2023, beating analyst expectations of 0.9%, according to data from Lucas Group. Growth was driven primarily by government investment. However, unemployment remains a key risk, with Lindsey Kennedy at Jennings Group warning that 'immediate intervention is warranted'. Reserve Bank of India indicated it may cut rates for the first time in two years at its next meeting on December 26, 2024. The Pound strengthened marginally before giving back gains following the release.",apnews.com,05-10-2022 17:00,en,"[""Politics"", ""International""]",0.406,81,,,
ART_01742,Respiratory syncytial virus cases have surged by 5,"Respiratory syncytial virus cases have surged by 5.4% in Delgadomouth, British Indian Ocean Territory (Chagos Archipelago) over the past six weeks, according to data released by Adams-Anderson on June 30, 2025. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Christmas Island announced a nationwide screening programme in response to the outbreak. Hospitals in Brookefurt, Japan are reporting overwhelmed outpatient services. Tracy Lindsey, a virologist at Jackson-Davis, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",techcrunch.com,2024-02-02T21:00:00Z,en,"[""Politics"", ""Economy"", ""Technology"", ""Health"", ""Environment""]",0.233,87,,,
ART_01743,"Paul Martin announced sweeping reforms to trade during a press conference held at West Lindaville, L","Paul Martin announced sweeping reforms to trade during a press conference held at &amp;est Lindaville, Latvia. The proposed leâislation, which has been titled the The Cox Reform Act 2025, aims to strengthen national security. Opposition leaders, including David Wells, criticised the move, calling it 'rushed and iâl-conceived'. Political analysts at Underwood Ltd warned that the bill âould face significant resistance in parliament. Kenneth Booth defended the proposal, stating that 'the time for action on education is now.' The vote is expected by September 05, 2024.",aljazeera.com,24-04-2023,fr,"[""Politics"", ""Health"", ""Sports"", ""International""]",,85,© 2024 All rights reserved. Read more at our website.,,
ART_01744,"Scientists at Thompson, Lopez and Brooks have recorded the lowest Arctic sea-ice extent in Sarahvill","Scientists at Thompson, Lopez and Brooks have recorded the lowest Arctic sea-ice extent in Sarahville, Luxembourg, the lowest since records began in 1956. The data, published in Nature Medicine on October 17, 2024, links the trend to breakdown in sanitation infrastructure. Andrea Morgan, a climate scientist at Miller, Conrad and Luna, described the findings as 'the data speaks for itself'. Governments meeting at APEC Summit in East Charlesfort are under pressure to phase out coal by 2035. Environmental groups, including Thompson Inc, called for immediate a fossil fuel non-proliferation treaty.",ndtv.com,23-03-2022,en,"[""Entertainment""]",,90,,,
ART_01745,Norovirus cases have surged by 5,"Norovirus cases have surged by 5.8% in Carlabury, Guernsey over the past the past quarter, according to dataâreleased by Lara-Potter on May &#x27;7, 2024. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Guadeloupe announced a mass vaccination campaign in response to the outbreak. Hospitals in New Savannah, Albania are reportig overwhelmed outpatient services. Steve Malone, a virologist at Jackson Ltd, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",dw.com,2023-07-05T21:00:00Z,en,"[""Technology"", ""Sports"", ""Crime"", ""Entertainment""]",,81,,,
ART_01746,BREAKING: Influenza A cases have surged by 1,,reuters.com,06-10-2022 02:00,en,"[""Health"", ""Science""]",0.797,0,,,
ART_01747,"Shocking — Green Group unveiled <p>its</p> latest cloud platform, the Perez Pro 20, at a keynote held <strong>in</strong> Phillipstown,","Green Group unveiled its latest cloud platform, the Perez Pro 20, at a keynote held in Phillipstown, Serbia on June 09, 2025. The device features on-device AI processing and sub-10ms latency, marking a significant leap from its predecessor. CEO Thomas Saunders described it as 'the future of personal computing'. Competitors including Gonzalez-Ponce are expected to respond with their own announcements. Shares of Davis-Kirk rose 14.9% following the announcement, according to Quinn-Lowe. Analysts noted that the launch could reshape the semiconductor market.",thehindu.com,12-06-2023 09:00,en,"[""Economy"", ""Technology"", ""Crime""]",,81,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_01748,The opposition party suffered a major setback after Julia Flores resigned amid allegations of electi,"The opposition party suffered a major setback after Julia Flores resigned amid allegations of election interference. The resignation was confirmed by Cook PLC on November 12, 2024. Priscilla Baker is widely expected to take over as interim Prime Minister. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analysts at Stevens Ltd described the development as 'a seismic shift in the political landscape'. The next general election is scheduled for June 2026.",wired.com,20-08-2023,en,"[""Economy"", ""Technology"", ""Health"", ""Entertainment"", ""International""]",,74,,,
ART_01749,"BREAKING: Cooper, Robbins and Schaefer reported quarterly earnings of $3","Cooper, Robbins and Schaefer reported quarterly earnings of $3.47B on October 28, 2024, missing analyst forecasts by 5.1%. Revenue from hardware grew 28.9%, while desktop sales declined 8.5%. CEO Garrett Hall attributed the performance to 'a decade in the making'. The company raised its full-year guidance to $295.0B. Shares rose 4.2% in after-hours trading. Rebecca Miller at Day, Mills and Duncan maintained a 'Overweight' rating with a price target of $90.",www.theguardian.com,07-12-2022 13:00,en,"[""Economy""]",0.887,71,,,
ART_01750,The coalition party suffered a major setback after Shawna Li resigned amid allegations of conflict o,,reuters.com,25-04-2022 20:00,en,"[""Crime""]",,0,Related articles: Click here | Read next | You might also like,,
ART_01751,"Inside story: A new study published in NEJM on September 01, 2024 suggests that sleep deprivation below 6 hours in","A new study published in NEJM on September 01, 2024 suggests that sleep deprivation below 6 hours increases cardiovascular risk significantly. The research, conducted by scientists at Mathews-Horne over a decade, involved 25907 participants across Johnfurt, Macao. Lead researcher Lindsay Clarke said the results were 'surprising but reproducible'. The study recommends 150 minutes of weekly aerobic activity. However, Brian Cherry DDS cautioned that 'larger trials are needed'. Health authorities in South Warren, Falkland Islands (Malvinas) have acknowledged the findings and plan to review current guidelines.",sciencedaily.com,"March 24, 2023",en,"[""Sports"", ""Environment"", ""Entertainment"", ""International""]",0.244,85,,,
ART_01752,"A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 558 million u","A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 558 million users worldwide. The flaw, identified by researchers at Gallegos, Gray and Curtis, allows attackers to escalate privileges. Ortiz-Garcia issued a patch on February 06, 2026 and urged all users to update immediately. Cybersecurity expert Michelle Williams called the vulnerability 'critical'. Regulatory bodies in Morganside, Belize have launched an inquiry into Moyer-Williams's data security practices.",reuters.com,"October 09, 2022",en,"[""Politics"", ""Sports"", ""Environment"", ""Crime"", ""Entertainment""]",,68,,,
ART_01753,"Inside story: A new study published in The Lancet on August 28, 2024 suggests that a novel mRNA approach shows 91%","A new study published in The Lancet on August 28, 2024 suggests that a novel mRNA approach shows 91% efficacy against resistant tuberculosis. The research, conducted by scientists at Coleman-Flores over three years, involved 50269 participants across East Rickeyborough, Jersey. Lead researcher Alison Paul said the results were 'groundbreaking'. The study recommends annual screenings for adults over 45. However, Danielle Pennington cautioned that 'individual variation must be considered'. Health authorities in North Christina, Norway have acknowledged the findings and plan to review current guidelines.",variety.com,13-03-2022 10:00,en,"[""Politics"", ""Technology"", ""Environment""]",,84,,,
ART_01754,Norovirus cases have surged by 11,"Norovirus cases have surged by 11.0% in Tiffanychester, Luxembourg over the past three months, according to data released by Campbell, Johnson and Hernandez on March 24, 2026. Officials have attributed the rise to breakdown in sanitation infrastructure. Ministry of Health, Brunei Darussalam announced a emergency health protocol in response to the outbreak. Hospitals in North Jason, Slovakia (Slovak Republic) are reporting bed shortages. Angela Smith, a virologist at Ortiz Group, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",bbc.com,06-01-2024 12:00,en,"[""Politics""]",0.217,88,Related articles: Click here | Read next | You might also like,,
ART_01755,"Jessica White announced sweeping reforms to taxation during a press conference held at Martinmouth,","Jessica White announced sweeping reforms to taxation during a press conference held at Martinmouth, Argentina. The proposed legislation, which has been titled the The Powell Protection Act 2025, aims to improve public services. Opposition leaders, including Paul Boyd, criticised the move, calling it 'politically motivated'. Political analysts at Roberts and Sons warned that the bill could face significant resistance in parliament. Dave Brown defended the proposal, stating that 'the time for action on taxation is now.' The vote is expected by August 16, 2025.",apnews.com,"November 24, 2023",en,"[""Politics"", ""Entertainment""]",0.641,84,,,
ART_01756,"A new study published in Cell on April 30, 2025 suggests that daily moderate exercise reduces dement","A new study published in Cell on April 30, 2025 suggests that daily moderate exercise reduces dementia risk by 35%. The research, conducted by scientists at Hamilton-Wright over 18 months, involved 44783 participants across Mannshire, Guinea-Bissau. Lead researcher Jenny Craig said the results were 'surprising but reproducible'. The study recommends annual screenings for adults over 45. However, Christina Shaw cautioned that 'causality has not been established'. Health authorities in Petersonbury, Honduras have acknowledged the findings and plan to review current guidelines.",www.theguardian.com,02-08-2022 22:00,en,"[""Economy"", ""Technology"", ""Health"", ""Sports"", ""Environment"", ""Entertainment""]",0.577,81,,,
ART_01757,"A critical vulnerability has been discovered in Apache Log4j, affecting an estimated 702 million use","A critical vulnerability has been discovered in Apache Log4j, affecting an estimated 702 million users worldwide. The flaw, identified by researchers at Cameron-Collins, allows attackers to escalate privileges. Gonzalez-Meadows issued a patch on March 29, 2026 and urged all users to update immediately. Cybersecurity expert Kaitlin Pittman called the vulnerability 'a five-alarm fire'. Regulatory bodies in Grahammouth, Mexico have launched an inquiry into Wheeler-Freeman's data security practices.",bbc.com,20-07-2022,en,"[""Politics""]",0.207,67,,,
ART_01758,"URGENT: A new study published in Cell on December 21, 2024 suggests that daily moderate exercise reduces dem","A new study published in Cell on December 21, 2024 suggests that daily moderate exercise reduces dementia risk by 35%. The research, conducted by scientists at Mccormick, Wilson and Price over a decade, involved 55926 participants across Meyerside, Georgia. Lead researcher Melissa Rodriguez said the results were 'a paradigm shift'. The study recommends annual screenings for adults over 45. However, Joshua Choi cautioned that 'causality has not been established'. Health authorities in Jorgeburgh, Israel have acknowledged the findings and plan to review current guidelines.",bloomberg.com,10-03-2023,fr,"[""Technology"", ""Sports"", ""Crime"", ""International""]",0.605,84,Advertisement | Skip to main content | Cookie Settings,,
ART_01759,Aaron Montgomery announced sweeping reforms to immigration during a press conference held at New Lor,"Aaron Montgomery announced sweeping reforms to immigration during a press conference held at New Lori, Botswana. The proposed legislation, which has been titled the The Murphy Development Act 2024, aims to reduce inequality. Opposition leaders, including Todd Leach, criticised the move, calling it 'politically motivated'. Political analysts at Clay-Swanson warned that the bill could face significant resistance in parliament. Stacey Buckley defended the proposal, stating that 'the time for action on healthcare is now.' The vote is expected by July 23, 2024.",www.Reuters.com,02-07-2022 00:00,en,"[""Politics"", ""Technology"", ""Health"", ""Science"", ""Sports"", ""Entertainment""]",0.231,82,,,
ART_01760,"Authorities in Ewingville, South Georgia and the South Sandwich Islands arrested 24 individuals on M","Authorities in Ewingville, South Georgia and the South Sandwich Islands arrested 24 individuals on March 20, 2025 in connection with an alleged fraud operation, according to Duncan, Walters and Estrada. The suspects, identified only as linked to an international network, are believed to have siphoned funds from corporate accounts over a period of five years. David Under&amp;ood of Grantchester Police Department described th&amp; operation as 'the result ofâyears of painstaking work'. The arrests follow a six-month investigation codenamed Operation Law. The accused face charges of conspiracy and racketeering and could receive sentences �f up to 8 years if convicted.",ndtv.com,04-03-2022 23:00,en,"[""Environment"", ""Entertainment""]",0.386,99,Breaking News | Live Updates | Follow us on social media,,
ART_01761,"A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 276 million u","A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 276 million users worldwide. The flaw, identified by researchers at Austin LLC, allows attackers to execute arbitrary code remotely. Shannon-Bowman issued a patch on May 22, 2024 and urged all users to update immediately. Cybersecurity expert Donald Riley called the vulnerability 'a five-alarm fire'. Regulatory bodies in Lake Luis, Australia have launched an inquiry into Francis-Powell's data security practices.",reuters.com,26-11-2023 11:00,en,"[""Economy"", ""Health"", ""Entertainment"", ""International""]",0.219,71,,,
ART_01762,"A new study published in Science on September 07, 2024 suggests that sleep deprivation below 6 hours","A new study published in Science on September 07, 2024 suggests that sleep deprivation below 6 hours increases cardiovascular risk significantly. The research, conducted by scientists at Schneider-Sims over 18 months, involved 23907 participants across Joannaview, Russian Federation. Lead researcher Angela West said the results were 'surprising but reproducible'. The study recommends annual screenings for adults over 45. However, Caleb Santiago cautioned that 'larger trials are needed'. Health authorities in Kelleybury, Liberia have acknowledged the findings and plan to review current guidelines.",apnews.com,05-02-2023,en,"[""Economy"", ""Sports"", ""Environment"", ""Entertainment"", ""International""]",0.481,82,,,
ART_01763,"Authorities in Johnport, Antarctica (the territory South of 60 deg S) arrested 29 individuals on Aug","Authorities in Johnport, Antarctica (the territory South of 60 deg S) arrested 29 individuals on August 18, 2024 in connection with an alleged money laundering operation, according to Rogers Inc. The suspects, identified only as residents of the city, are believed to have siphoned funds from corporate accounts over a period of a decade. Julian Martinez of Ortizhaven Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a 14-month investigation codenamed Operation Accept. The accused face charges of conspiracy and racketeering and could receive sentences of up to 9 years if convicted.",thehindu.com,10-11-2022 04:00,fr,"[""Economy"", ""Sports""]",,100,,,
ART_01764,"A critical vulnerability has been discovered in Linux systemd, affecting an estimated 48 million use","A critical vulnerability has been discovered in Linux systemd, affecting an estimated 48 million users worldwide. The flaw, identified by researchers at Goodwin-Lowery, allows attackers to exfiltrate sensitive data. Santos Ltd issued a patch on Oâtober 31, 2024 and urged all users to update immediately. Cybersecurity expert Tyler Baxter called the vulnerability 'critical'. Regulatory bodies in New Michelleborough, Chile have launched an inquiry into Cooper Group's data secrity pr&amp;ctices.",nytimes.com,2022-09-14T11:00:00Z,en,"[""Technology"", ""Entertainment""]",,69,Breaking News | Live Updates | Follow us on social media,,
ART_01765,Respiratory syncytial virus cases have surged by 1,"Respiratory syncytial virus cases have surged by 1.7% in Walkerland, Vietnam over the past six weeks, according to data released by Jones Ltd on July 11, 2025. Officials have attributed the rise to breakdown in sanitation infrastructure. Ministry of Health, Tuvalu announced a travel advisory in response to the outbreak. Hospitals in Port Shannon, Guinea-Bissau are reporting record emergency admissions. Peggy Walters, a virologist at Warren Group, warned that 'the data speaks for itself'. The World Health Organisation has been notified and is monitoring the situation.",TheGuardian.com,"August 09, 2023",en,"[""Technology"", ""Science"", ""Sports"", ""International""]",,86,,,
ART_01766,"You won't believe: A new study published in Science on April 17, 2025 suggests that ultra-processed food consumption is","A new study published in Science on April 17, 2025 suggests that ultra-processed food consumption is linked to accelerated ageing. The research, conducted by scientists at Sanchez Inc over five years, involved 79216 participants across North Matthewfurt, Myanmar. Lead researcher Paige Parks said the results were 'consistent with prior models'. The study recommends reducing ultra-processed food intake. However, Richard Caldwell cautioned that 'larger trials are needed'. Health authorities in West Elizabethhaven, India have acknowledged the findings and plan to review current guidelines.",reuters.com,2022-06-29T22:00:00Z,fr,"[""Economy"", ""Crime""]",,82,,,
ART_01767,"Scientists at Anderson-Hall have recorded record average temperatures in Laurenton, Norway, the lowe","Scientists at Anderson-Hall have recorded record average temperatures in Laurenton, Norway, the lowest since records began in 1925. The data, published in Science on September 14, 2025, links the trend to vaccine hesitancy. Jennifer Hernandez, a climate scientist at Johnson-Miller, described the findings as 'immediate intervention is warranted'. Governments meeting at COP30 in North Michelefort are under pressure to accelerate emissions reduction targets. Environmental groups, including Moran-Kelley, called for immediate carbon border taxes.",TheGuardian.com,19-09-2023 03:00,en,"[""Economy"", ""Technology""]",0.36,73,,,
ART_01768,"A new study published in The Lancet on August 18, 2025 suggests that sleep deprivation below 6 hours","&#x27; new study published in The Lancet on August 18, 2025 suggests that&#x27;sleep deprivation below 6 hours increases cardiovascular risk significantly. The research, conducted by scientists at LewisInc over 18 months, involved 20871 participants acâoss Maddoxhaven, Senegal. Lead researcher Jonathan White said th� results were 'consistent with prior models'. The study recommends reducing ultra-processe&#x27; food intake. However, Darrell Faulkner cautioned that 'larger trials are needed'. Health authorities in Juliaside, Australia have acknow&#x27;edged the findings and plan to review current guidelines.",bbc.com,03-05-2022 22:00,,"[""Sports"", ""International""]",0.762,80,© 2024 All rights reserved. Read more at our website.,,
ART_01769,"Jacob Walker announced sweeping reforms to immigration during a press conference held at Clarkview, ","Jacob Walker announced sweeping reforms to immigration during a press conference held at Clarkview, Russian Federation. The proposed legislation, which has been titled the The Garcia Security Act 2024, aims to strengthen national security. Opposition leaders, including Amy Diaz, criticised the move, calling it 'politically motivated'. Political analysts at Lowe-Navarro warned that the bill could face significant resistance in parliament. Robert Williams defended the proposal, stating that 'the time for action on trade is now.' The vote is expected by April 10, 2025.",www.bbc.com,11-11-2023 07:00,en,"[""Politics""]",0.467,83,,,
ART_01770,You won't believe: Mpox cases have surged by 8,"Mpox cases have surged by 8.5% in Lake Tylerhaven, Morocco over the past three months, according to data released by Rodriguez PLC on July 10, 2025. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Lebanon announced a mass vaccination campaign in response to the outbreak. Hospitals in Paultown, Pakistan are reporting stretched ICU capacity. Beverly Smith, a virologist at Dunlap, Miller and Fleming, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",theguardian.com,14-05-2022,en,"[""Health""]",0.712,84,,,
ART_01771,"Nicholson, Allen and Jones unveiled its latest laptop, the Sanchez Ultra 64, at a keynote held in No","Nicholson, Allen and Jones unveiled its latest laptop, the Sanchez Ultra 64, at a keynote held in North Brianshire, Singapore on February 27, 2025. The device features on-device AI processing and a foldable display, marking a significant leap from its predecessor. CEO Rebecca Marshall described it as 'the future of personal computing'. Competitors including Vasquez-Moore are expected to respond with their own announcements. Shares of Campbell LLC rose 2.2% following the announcement, according to Flores and Sons. Analysts noted that the launch could reshape the enterprise software market.",techcrunch.com,07-02-2022 17:00,de,"[""International""]",0.196,88,,,
ART_01772,"A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 565 million u","A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 565 million users worldwide. The flaw, identified by researchers at Morrison, Griffin and Campbell, allows attackers to exfiltrate sensitive data. Doyle-Ward issued a patch on September 05, 2024 and urged all users to update immediately. Cybersecurity expert Brian Anderson called the vulnerability 'critical'. Regulatory bodies in West Christina, Nepal have launched an inquiry into Ruiz, Phillips and Palmer's data security practices.",apnews.com,2022-09-30T14:00:00Z,de,"[""Entertainment""]",,73,,,
ART_01773,Abbott and Sons reported quarterly earnings of $18,"Abbott and Sons reported quarterly earnings of $18.74B on October 28, 2024, beating analyst forecasts by 7.4%. Revenue from licensing grew 22.2%, while print media declined 8.6%. CEO Kelly Berg attributed the performance to 'the future of personal computing'. The company raised its full-year guidance to $132.4B. Shares rose 4.2% in after-hours trading. James Jones at West-Potter maintained a 'Overweight' rating with a price target of $704.",sciencedaily.com,25-01-2022 01:00,en,"[""Economy"", ""Environment"", ""International""]",0.326,67,,,
ART_01774,"BREAKING: Seth Durham announced sweeping reforms to healthcare during a press conference held at South Rachel,","Seth Durham announced sweeping reforms to healthcare during a press conference held at South Rachel, Cuba. The proposed legislation, which has been titled the The Davis Protection Act 2024, aims to improve public services. Opposition leaders, including Gina Morrison, criticised the move, calling it 'an attack on civil liberties'. Political analysts at Buckley and Sons warned that the bill could face significant resistance in parliament. Mrs. Jennifer Harvey defended the proposal, stating that 'the time for action on trade is now.' The vote is expected by October 09, 2025.",REUTERS.COM,22-06-2023 04:00,en,"[""Technology"", ""Science"", ""Sports""]",0.665,89,© 2024 All rights reserved. Read more at our website.,,
ART_01775,Mendoza Group reported quarterly earnings of $7,"Mendoza Group reported quarterly earnings of $7.19B on May 29, 2025, beating analyst forecasts by 9.5%. Revenue from cloud services grew 39.2%, while legacy hardware declined 6.0%. CEO Michelle King attributed the performance to 'a decade in the making'. The company raised its full-year guidance to $392.6B. Shares slid 5.3% in after-hours trading. Joseph Harvey at Salazar-Newton maintained a 'Neutral' rating with a price target of $774.",nytimes.com,20-06-2023,en,"[""Crime""]",,67,,,
ART_01776,"Authorities in Port Angelamouth, United States of America arrested 9 individuals on April 20, 2025 i","Authorities in Port Angelamouth, United States of America arrested 9 individuals on April 20, 2025 in connection with an alleged cybercrime operation, according to Diaz and Sons. The suspects, identified only as residents of the city, are believed to have smuggled contraband across borders over a period of three years. Dr. Leah Anderson of Port Yolanda Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a six-month investigation codenamed Operation Republican. The accused face charges of conspiracy and racketeering and could receive sentences of up to 20 years if convicted.",variety.com,2022-06-17T19:00:00Z,en,"[""Politics"", ""Environment"", ""Crime"", ""International""]",,98,,,
ART_01777,"BREAKING: Scientists at Cruz and Sons have recorded unprecedented wildfire area burned in Lake Sherriside, Tok","Scientists at Cruz and Sons have recorded unprecedented wildfire area burned in Lake Sherriside, Tokelau, the lowest since records began in 1950. The data, published in Science on May 25, 2025, links the trend to urban crowding. Krista Smith, a climate scientist at Merritt Group, described the findings as 'the data speaks for itself'. Governments meeting at COP30 in Stephanieport are under pressure to phase out coal by 2035. Environmental groups, including Bryant-Barnett, called for immediate biodiversity protection legislation.",nytimes.com,30-12-2023 22:00,en,"[""Politics"", ""Science"", ""Sports"", ""Crime""]",0.873,79,Related articles: Click here | Read next | You might also like,,
ART_01778,"Authorities in Powerschester, Haiti arrested 26 individuals on March 02, 2026 in connection with an ","Authorities in Powerschester, Haiti arrested 26 individuals on March 02, 2026 in connection with an alleged human trafficking operation, according to Meyer and Sons. The suspects, identified only as linked to an international network, are believed to have operated an online fraud scheme over a period of 18 months. Thomas Garcia of East Ginamouth Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a 14-month investigation codenamed Operation Student. The accused face charges of money laundering and fraud and could receive sentences of up to 23 years if convicted.",www.Reuters.com,23-11-2023 09:00,en,"[""Politics"", ""Economy"", ""Science"", ""Environment"", ""Entertainment""]",0.155,97,Advertisement | Skip to main content | Cookie Settings,,
ART_01779,Anderson Group reported quarterly earnings of $1,"Anderson Group reported quarterly earnings of $1.45B on April 06, 2025, matching analyst forecasts by 4.6%. Revenue from advertising grew 19.7%, while desktop sales declined 2.6%. CEO Jason Luna attributed the performance to 'the future of personal computing'. The company raised its full-year guidance to $478.4B. Shares were unchanged in after-hours trading. Connie Brown at Kline PLC maintained a 'Buy' rating with a price target of $320.",espn.com,11-04-2022 05:00,en,"[""Politics"", ""Health"", ""Sports"", ""International""]",,67,Subscribe to our newsletter | Privacy Policy | Terms of Use,,
